1.17260274	451.100274	301.9452055	5.8	0.687999988
1.676712329	604.2871233	516.4273973	5.8	0.711000001
2.81369863	932.459726	884.9082192	5.8	0.721599996
1.17260274	451.100274	301.9452055	7.5	0.729599988
1.676712329	604.2871233	516.4273973	7.5	0.727400005
3.161643836	1047.768767	994.3369863	7.5	0.721800005
0.334246575	101.9786301	100.6082192	5.3	0.827500001
1.394520548	533.8224658	418.3561644	5.3	0.983499989
0.339726027	122.4372603	13.5890411	3	1.216799998
0.339726027	122.4372603	13.5890411	3.1	1.410399985
0.547945205	119.0136986	89.8630137	10.9	1.337800002
0.547945205	127.1232877	107.9452055	5.9	1.247200012
0.75890411	176.0657534	149.5041096	5.9	1.234600019
0.547945205	127.1232877	107.9452055	5.4	1.238199997
0.547945205	127.1232877	107.9452055	5.3	1.224799991
0.547945205	119.0136986	89.8630137	10.3	1.100400019
0.547945205	119.0136986	89.8630137	11.2	1.465400004
0.830136986	475.5024658	129.5013699	3.9	1.740799975
1.860273973	962.319726	296.7136986	3.9	1.822600007
2.835616438	1285.10137	471.5630137	3.9	1.903799987
3.821917808	1736.29726	668.0712329	3.9	1.841199994
0.824657534	255.0665753	47.00547945	2.5	1.269400001
1.838356164	574.4863014	102.9479452	2.5	1.240400004
1.838356164	905.2065753	55.15068493	4	1.238999987
2.832876712	834.5654795	50.99178082	4.6	1.145600033
0.805479452	213.5326027	22.55342466	3.1	0.973599994
0.323287671	85.70356164	16.8109589	4.5	0.763799989
1.293150685	969.2164384	193.3260274	5.1	1.800600004
3.37260274	2535.185479	473.8506849	5.1	1.946800017
5.219178082	3626.806849	725.4657534	5.1	1.882999969
1.715068493	1285.443836	256.4027397	6.6	1.165800023
3.37260274	2503.145753	473.8506849	7.6	1.940200019
2.345205479	1239.910137	92.63561644	7	1.039800024
2.364383562	1594.303836	483.0435616	7.2	1.009000015
3.134246575	2093.676712	628.4164384	4.3	1.512200022
4.312328767	3011.299178	849.5287671	3.6	0.958399987
5.123287671	3711.821918	1088.69863	6.6	0.8704
6.64109589	4675.331507	1496.238904	4.2	2.063800049
7.221917808	4968.679452	1715.927671	11.3	1.346000004
1.361643836	914.48	272.3287671	11	0.734399998
0.391780822	190.9539726	22.72328767	6.7	2.252600002
1.528767123	902.1254795	87.13972603	6.7	2.044400024
2.832876712	1662.89863	157.7912329	6.7	2.084200001
3.876712329	2365.569863	215.9328767	6.7	2.273000002
